Year,Month,Precipitation,Relative Humidity,Sunshine Duration,Temperature,VPD,Adjusted Precipitation
1951,2,,,,-33.7,0.4,8.2
1951,3,,,,-26.7,0.8,6.1
1951,4,,,,-21.1,1.2,10.5
1951,5,,,,-5.0,3.8,5.3
1951,6,,,,8.4,8.1,37.3
1951,7,,,,10.5,9.4,17.7
1951,8,,,,7.5,8.2,39.3
1951,9,,,,1.0,5.9,32.1
1951,10,,,,-12.2,2.3,14.2
1951,11,,,,-28.5,0.6,10.6
1951,12,,,,-30.4,0.5,11.3
1952,1,,,,-37.3,0.2,9.6
1952,2,,,,-34.4,0.3,11.6
1952,3,,,,-24.0,0.8,8.1
1952,4,,,,-19.4,1.3,8.7
1952,5,,,,-9.0,3.0,5.5
1952,6,,,,5.4,7.2,34.7
1952,7,,,,12.1,10.2,44.1
1952,8,,,,10.1,9.8,46.2
1952,9,,,,1.9,6.0,19.8
1952,10,,,,-13.4,2.4,39.9
1952,11,,,,-26.3,0.7,34.0
1952,12,,,,-31.4,0.4,16.3
1953,1,,,,-31.2,0.4,14.2
1953,2,,,,-34.0,0.3,9.2
1953,3,,,,-25.7,0.8,6.1
1953,4,,,,-19.0,1.3,21.3
1953,5,,,,-4.3,3.8,0.3
1953,6,,,,6.8,7.9,32.0
1953,7,,,,10.7,9.2,43.2
1953,8,,,,8.7,9.1,37.1
1953,9,,,,2.2,6.0,34.3
1953,10,,,,-11.8,2.6,36.6
1953,11,,,,-23.9,0.9,19.6
1953,12,,,,-33.1,0.3,11.5
1954,1,,,,-35.3,0.4,21.9
1954,2,,,,-32.6,0.4,13.9
1954,3,,,,-28.4,0.6,24.2
1954,4,,,,-13.0,2.0,25.9
1954,5,,,,-5.0,3.8,19.4
1954,6,,,,3.5,6.6,44.4
1954,7,,,,9.4,9.8,76.2
1954,8,,,,5.4,8.0,41.3
1954,9,,,,0.4,5.4,25.9
1954,10,,,,-9.9,2.8,24.4
1954,11,,,,-25.5,0.8,18.7
1954,12,,,,-31.0,0.5,15.0
1955,1,,,,-32.1,0.4,9.4
1955,2,,,,-34.4,0.4,6.4
1955,3,,,,-30.9,0.6,23.5
1955,4,,,,-22.0,2.0,3.6
1955,5,,,,-6.0,3.4,18.6
1955,6,,,,6.1,7.0,11.2
1955,7,,,,8.9,8.2,10.0
1955,8,,,,9.3,9.7,77.7
1955,9,,,,-0.4,5.7,41.7
1955,10,,,,-13.8,2.1,26.2
1955,11,,,,-27.7,0.7,22.3
1955,12,,,,-29.3,0.5,61.8
1956,1,,,,-32.5,0.4,32.9
1956,2,,,,-31.9,0.4,25.3
1956,3,,,,-28.4,0.6,17.6
1956,4,,,,-24.6,0.8,4.2
1956,5,,,,-7.7,3.2,6.4
1956,6,,,,8.4,8.2,2.2
1956,7,,,,9.9,8.6,36.7
1956,8,,,,5.4,6.9,7.8
1956,9,,,,0.0,5.2,24.7
1956,10,,,,-15.3,2.0,24.3
1956,11,,,,-25.1,0.8,15.3
1956,12,,,,-31.2,0.6,18.7
1957,1,,,,-33.4,0.4,21.4
1957,2,,,,-35.9,0.3,10.4
1957,3,,,,-29.8,0.6,13.4
1957,4,,,,-18.2,1.4,13.5
1957,5,,,,-4.1,3.9,21.9
1957,6,,,,7.9,7.2,15.9
1957,7,,,,8.4,8.0,58.3
1957,8,,,,5.7,7.6,37.7
1957,9,,,,-0.4,5.2,43.1
1957,10,,,,-14.5,2.1,36.7
1957,11,,,,-25.2,0.8,13.8
1957,12,,,,-34.8,0.3,5.4
1958,1,,,,-34.7,0.3,9.8
1958,2,,,,-35.2,0.3,6.1
1958,3,,,,-30.6,0.4,20.1
1958,4,,,,-19.6,1.2,8.6
1958,5,,,,-10.6,2.8,11.1
1958,6,,,,3.9,7.0,37.1
1958,7,,,,9.4,9.4,52.6
1958,8,,,,10.0,9.4,18.0
1958,9,,,,1.6,5.8,23.3
1958,10,,,,-13.0,2.4,28.6
1958,11,,,,-35.3,0.3,2.3
1958,12,,,,-32.2,0.5,26.3
1959,1,,,,-32.8,0.4,23.8
1959,2,,,,-34.7,0.4,4.2
1959,3,,,,-24.2,0.9,7.3
1959,4,,,,-17.6,1.4,15.6
1959,5,,,,-1.1,4.5,10.4
1959,6,,,,6.5,7.2,21.7
1959,7,,,200.0,9.2,9.0,55.8
1959,8,,,98.0,6.2,8.6,77.2
1959,9,,,52.0,1.1,5.8,46.2
1959,10,,,35.0,-11.4,2.5,28.4
1959,11,,,3.0,-22.0,1.2,18.6
1959,12,,,,-38.3,0.2,6.4
1960,1,,,,-30.2,0.4,19.6
1960,2,,,,-33.3,0.3,21.0
1960,3,,,,-26.7,0.6,15.1
1960,4,,,,-18.5,1.2,5.6
1960,5,,,,-6.2,3.3,13.7
1960,6,,,,8.4,7.2,24.9
1960,7,,,411.0,13.6,10.8,18.2
1960,8,,,168.0,7.2,8.1,28.8
1960,9,,,58.0,-0.1,5.3,48.9
1960,10,,,57.0,-14.7,1.8,16.9
1960,11,,,3.0,-25.0,0.8,24.5
1960,12,,,,-30.9,0.4,10.9
1961,1,,,0.0,-35.5,0.3,15.8
1961,2,,,54.0,-34.0,0.3,8.4
1961,3,,,211.0,-34.5,0.3,14.2
1961,4,,,301.0,-23.8,0.9,12.8
1961,5,,,229.0,-6.8,3.0,20.8
1961,6,,,415.0,8.5,7.4,3.6
1961,7,,,281.0,9.7,8.8,30.6
1961,8,,,82.0,4.0,6.8,42.1
1961,9,,,104.0,-0.4,5.0,43.0
1961,10,,,43.0,-12.4,2.0,26.6
1961,11,,,0.0,-24.1,0.8,27.6
1961,12,,,,-30.6,0.5,6.9
1962,1,,,0.0,-35.2,0.3,15.1
1962,2,,,29.0,-34.5,0.3,13.0
1962,3,,,220.0,-27.4,0.6,14.9
1962,4,,,283.0,-15.5,1.6,11.5
1962,5,,,210.0,-5.0,3.4,21.3
1962,6,,,212.0,2.6,5.7,49.4
1962,7,,,292.0,8.3,7.6,24.5
1962,8,,,153.0,5.8,7.1,59.8
1962,9,,,35.0,-3.4,4.2,40.2
1962,10,,,35.0,-13.5,2.2,40.3
1962,11,,,4.0,-25.9,0.7,41.1
1962,12,,,,-33.2,0.4,22.6
1963,1,,,0.0,-32.8,0.4,12.2
1963,2,,,62.0,-33.5,0.4,8.6
1963,3,,,170.0,-27.6,0.6,23.1
1963,4,,,268.0,-19.4,1.2,14.3
1963,5,,,296.0,-9.3,2.8,11.3
1963,6,,,213.0,4.1,6.0,45.4
1963,7,,,252.0,8.9,9.1,68.7
1963,8,,,165.0,5.9,7.8,33.9
1963,9,,,119.0,-0.7,4.8,36.7
1963,10,,,33.0,-16.5,1.8,46.0
1963,11,,,4.0,-25.2,0.8,23.2
1963,12,,,,-31.1,0.4,15.6
1964,1,,,0.0,-41.2,0.1,5.6
1964,2,,,32.0,-28.7,0.6,26.9
1964,3,,,228.0,-28.6,0.5,7.1
1964,4,,,274.0,-21.3,1.0,8.2
1964,5,,,173.0,-5.8,3.2,33.5
1964,6,,,368.0,8.8,7.8,15.4
1964,7,,,231.0,7.4,7.4,46.4
1964,8,,,113.0,6.7,8.4,46.8
1964,9,,,60.0,-3.0,4.3,31.0
1964,10,,,21.0,-13.9,2.2,30.8
1964,11,,,4.0,-30.8,0.5,26.1
1964,12,,,,-30.4,0.5,22.2
1965,1,,,0.0,-34.8,0.3,21.4
1965,2,,,34.0,-35.2,0.3,7.6
1965,3,,,171.0,-29.0,0.6,10.3
1965,4,,,249.0,-21.0,1.0,25.5
1965,5,,,,-7.9,3.1,5.5
1965,6,,,340.0,6.5,7.5,39.6
1965,7,,,,10.9,8.2,8.0
1965,8,,,198.0,5.9,7.4,22.5
1965,9,,,,-1.8,4.1,5.3
1965,10,,,30.0,-13.1,2.2,46.4
1965,11,,,4.0,-24.2,0.8,48.8
1965,12,,,,-37.0,0.2,10.6
1966,1,23.0,84.0,0.0,-39.4,0.2,25.9
1966,2,21.0,83.0,19.0,-39.6,0.2,23.6
1966,3,16.0,86.0,184.0,-31.5,0.4,16.8
1966,4,11.0,85.0,304.0,-21.3,1.1,11.7
1966,5,14.0,79.0,,-4.5,3.7,14.1
1966,6,62.0,75.0,299.0,6.9,7.8,74.7
1966,7,26.0,82.0,221.0,8.6,9.4,46.2
1966,8,41.0,82.0,255.0,6.8,8.0,29.9
1966,9,30.0,88.0,70.0,0.3,5.6,28.2
1966,10,30.0,85.0,39.0,-14.0,1.9,33.4
1966,11,55.0,89.0,,-22.5,1.1,43.5
1966,12,27.0,88.0,,-28.9,0.7,22.7
1967,1,14.0,83.0,0.0,-41.7,0.2,17.2
1967,2,9.0,85.0,49.0,-36.8,0.2,15.5
1967,3,22.0,87.0,163.0,-28.6,0.7,31.3
1967,4,8.0,83.0,279.0,-20.0,1.4,14.0
1967,5,25.0,88.0,184.0,-3.6,4.2,38.2
1967,6,11.0,79.0,337.0,6.2,7.6,14.1
1967,7,54.0,82.0,226.0,7.6,8.6,63.7
1967,8,16.0,83.0,171.0,5.3,7.5,21.6
1967,9,46.0,91.0,70.0,1.5,6.2,45.7
1967,10,45.0,92.0,15.0,-9.4,3.0,51.6
1967,11,15.0,86.0,,-25.0,0.8,23.8
1967,12,9.0,81.0,,-35.3,0.3,16.8
1968,1,28.0,83.0,0.0,-32.4,0.4,36.3
1968,2,21.0,85.0,19.0,-29.0,0.6,34.7
1968,3,10.0,84.0,176.0,-25.6,0.7,17.2
1968,4,9.0,83.0,294.0,-17.4,1.4,12.8
1968,5,21.0,83.0,314.0,-5.4,4.0,21.7
1968,6,16.0,72.0,370.0,7.3,7.5,25.1
1968,7,60.0,82.0,216.0,9.9,9.8,70.4
1968,8,24.0,83.0,164.0,8.7,9.4,25.8
1968,9,,83.0,118.0,1.9,5.8,13.0
1968,10,,89.0,33.0,-13.0,2.4,45.5
1968,11,12.0,83.0,,-28.8,0.6,13.5
1968,12,13.0,80.0,,-36.6,0.2,19.5
1969,1,26.0,80.0,0.0,-30.0,0.5,40.6
1969,2,15.0,76.0,45.0,-36.5,0.2,25.0
1969,3,1.0,78.0,248.0,-32.5,0.3,1.7
1969,4,14.0,77.0,255.0,-19.1,1.1,16.0
1969,5,7.0,86.0,,-5.0,3.9,8.7
1969,6,3.0,73.0,,9.5,8.5,3.4
1969,7,17.0,73.0,373.0,11.0,9.5,18.2
1969,8,38.0,84.0,177.0,8.9,10.0,42.3
1969,9,20.0,90.0,42.0,0.9,6.0,19.1
1969,10,23.0,88.0,50.0,-14.3,2.2,33.0
1969,11,6.0,80.0,5.0,-30.1,0.4,10.7
1969,12,16.0,82.0,,-30.7,0.5,23.9
1970,1,8.0,82.0,0.0,-30.2,0.5,19.2
1970,2,7.0,80.0,51.0,-33.2,0.4,16.7
1970,3,7.0,80.0,202.0,-30.3,1.1,14.8
1970,4,13.0,78.0,286.0,-20.9,0.4,24.6
1970,5,14.0,82.0,257.0,-5.3,3.7,17.7
1970,6,36.0,74.0,308.0,8.4,8.1,41.2
1970,7,26.0,75.0,339.0,9.5,8.8,29.3
1970,8,41.0,80.0,148.0,5.8,7.3,45.1
1970,9,20.0,85.0,72.0,2.2,6.2,22.3
1970,10,11.0,86.0,68.0,-13.1,2.2,20.2
1970,11,20.0,80.0,,-28.3,0.6,23.7
1970,12,11.0,82.0,,-30.3,0.6,18.2
1971,1,8.0,80.0,0.0,-38.6,0.2,16.5
1971,2,16.0,82.0,34.0,-31.1,0.5,24.9
1971,3,22.0,82.0,199.0,-28.4,0.6,19.1
1971,4,7.0,80.0,356.0,-19.0,1.2,8.2
1971,5,13.0,74.0,305.0,-2.2,3.9,27.3
1971,6,55.0,75.0,266.0,7.1,7.7,64.5
1971,7,26.0,75.0,360.0,11.8,10.1,30.5
1971,8,2.0,74.0,,10.4,9.2,2.7
1971,9,20.0,75.0,,3.7,6.0,19.7
1971,10,15.0,86.0,71.0,-11.2,2.5,22.3
1971,11,18.0,83.0,,-27.0,0.6,25.0
1971,12,16.0,82.0,,-32.4,0.4,24.0
1972,1,12.0,79.0,0.0,-38.7,0.2,22.9
1972,2,16.0,80.0,44.0,-32.7,0.3,27.6
1972,3,10.0,79.0,181.0,-26.5,0.6,16.3
1972,4,10.0,70.0,285.0,-15.8,1.4,16.3
1972,5,10.0,83.0,225.0,-1.8,4.5,14.2
1972,6,15.0,70.0,,2.8,5.2,19.6
1972,7,43.0,70.0,,9.6,8.0,50.9
1972,8,54.0,80.0,,6.0,7.5,62.6
1972,9,23.0,82.0,84.0,-0.4,4.9,29.6
1972,10,41.0,89.0,30.0,-9.9,2.8,50.1
1972,11,21.0,81.0,,-29.7,0.5,33.5
1972,12,22.0,77.0,,-32.7,0.4,26.6
1973,1,33.0,73.0,0.0,-36.4,0.2,34.6
1973,2,15.0,76.0,11.0,-33.9,0.3,29.3
1973,3,5.0,76.0,219.0,-29.4,0.5,8.4
1973,4,19.0,79.0,213.0,-18.6,1.5,23.6
1973,5,18.0,77.0,,-5.3,3.5,30.7
1973,6,46.0,73.0,302.0,8.9,8.2,51.6
1973,7,44.0,77.0,200.0,11.4,10.4,52.0
1973,8,56.0,88.0,98.0,5.3,8.0,61.3
1973,9,39.0,85.0,,-0.4,5.1,59.2
1973,10,38.0,88.0,73.0,-13.4,2.1,42.9
1973,11,26.0,82.0,,-26.5,0.7,39.4
1973,12,17.0,79.0,,-32.7,0.4,25.8
1974,1,13.0,78.0,0.0,-34.6,0.3,22.2
1974,2,9.0,76.0,19.0,-38.8,0.2,15.9
1974,3,7.0,81.0,250.0,-26.1,0.6,10.3
1974,4,0.0,78.0,,-18.0,1.3,0.9
1974,5,11.0,80.0,307.0,-5.7,3.4,16.3
1974,6,30.0,71.0,300.0,7.8,7.7,35.3
1974,7,80.0,76.0,,12.6,11.0,89.4
1974,8,53.0,87.0,117.0,6.8,8.9,60.1
1974,9,44.0,87.0,55.0,0.9,5.8,51.2
1974,10,27.0,87.0,41.0,-10.7,2.7,25.2
1974,11,18.0,80.0,0.0,-26.8,0.8,26.8
1974,12,6.0,76.0,,-35.0,0.3,9.7
1975,1,11.0,77.0,0.0,-33.3,0.3,20.3
1975,2,16.0,77.0,,-31.7,0.4,24.3
1975,3,4.0,74.0,177.0,-25.2,0.7,7.2
1975,4,11.0,79.0,242.0,-19.1,1.2,15.9
1975,5,2.0,81.0,,-6.3,3.2,3.3
1975,6,31.0,79.0,236.0,3.1,6.1,33.9
1975,7,44.0,79.0,235.0,7.4,8.6,50.2
1975,8,34.0,81.0,217.0,6.8,8.1,38.4
1975,9,8.0,83.0,129.0,0.3,5.2,9.4
1975,10,20.0,87.0,51.0,-11.5,2.5,26.2
1975,11,24.0,81.0,0.0,-25.2,0.8,23.4
1975,12,20.0,81.0,,-27.5,0.6,31.8
1976,1,7.0,76.0,0.0,-33.3,0.3,21.4
1976,2,28.9,69.0,37.0,-35.5,0.2,27.3
1976,3,7.0,74.0,188.0,-28.9,0.5,28.9
1976,4,5.0,81.0,332.0,-19.4,1.2,9.6
1976,5,3.0,86.0,,-8.8,2.8,12.3
1976,6,16.6,72.0,389.0,5.8,6.5,17.6
1976,7,63.4,76.0,271.0,8.9,8.6,71.4
1976,8,14.0,81.0,169.0,6.9,8.0,20.7
1976,9,18.0,88.0,75.0,1.8,6.3,35.1
1976,10,15.0,86.0,73.0,-14.4,1.9,17.7
1976,11,7.0,85.0,,-28.1,0.6,11.2
1976,12,9.7,82.0,,-34.6,0.3,15.3
1977,1,13.0,86.0,4.0,-28.8,0.6,22.3
1977,2,7.0,84.0,38.0,-36.1,0.3,14.5
1977,3,2.0,84.0,236.0,-31.3,0.4,5.8
1977,4,6.0,80.0,297.0,-15.5,1.6,11.9
1977,5,7.0,81.0,293.0,-4.3,3.7,16.1
1977,6,33.0,78.0,305.0,7.7,8.2,37.8
1977,7,28.0,80.0,248.0,11.6,10.8,42.2
1977,8,49.0,88.0,108.0,6.5,8.6,55.3
1977,9,33.0,84.0,84.0,0.7,5.3,37.1
1977,10,13.0,87.0,47.0,-14.0,2.2,24.6
1977,11,10.0,86.0,,-28.9,0.6,20.4
1977,12,13.0,85.0,,-33.7,0.4,24.8
1978,1,20.0,85.0,4.0,-34.4,0.3,24.6
1978,2,7.0,85.0,69.0,-35.3,0.3,12.0
1978,3,7.0,84.0,168.0,-24.7,0.8,12.6
1978,4,5.0,84.0,311.0,-19.6,1.2,9.1
1978,5,8.0,87.0,278.0,-8.4,3.1,13.3
1978,6,10.0,83.0,262.0,3.5,6.6,17.3
1978,7,33.0,81.0,220.0,7.5,8.3,41.6
1978,8,28.0,80.0,,8.2,8.7,31.3
1978,9,16.0,82.0,127.0,-0.6,4.8,20.0
1978,10,18.0,91.0,42.0,-13.2,2.6,19.1
1978,11,17.0,84.0,,-23.7,0.8,30.6
1978,12,10.0,78.0,,-33.3,0.4,21.3
1979,1,16.0,75.0,4.0,-35.1,0.3,25.2
1979,2,11.0,75.0,47.0,-35.7,0.2,25.6
1979,3,12.0,81.0,174.0,-29.4,0.5,21.0
1979,4,8.0,80.0,277.0,-23.9,0.8,9.7
1979,5,16.0,83.0,255.0,-3.6,4.2,17.1
1979,6,15.0,80.0,309.0,2.2,5.9,20.6
1979,7,15.0,79.0,200.0,6.7,7.7,22.6
1979,8,11.0,87.0,116.0,4.2,7.1,14.1
1979,9,17.0,86.0,95.0,-2.0,4.6,21.7
1979,10,13.0,89.0,69.0,-16.7,1.7,15.7
1979,11,6.0,83.0,14.0,-29.7,0.5,10.5
1979,12,5.0,80.0,,-32.3,0.4,11.9
1980,1,15.0,81.0,4.0,-32.0,0.4,22.0
1980,2,21.0,80.0,46.0,-33.3,0.3,20.0
1980,3,9.0,85.0,172.0,-30.1,0.5,14.9
1980,4,4.0,82.0,291.0,-22.6,0.9,10.1
1980,5,2.0,89.0,325.0,-7.7,3.4,2.9
1980,6,33.0,71.0,315.0,5.9,6.4,43.6
1980,7,22.9,79.0,229.0,9.0,9.0,30.6
1980,8,19.0,80.0,220.0,9.1,9.3,28.6
1980,9,12.0,83.0,128.0,2.7,6.1,14.6
1980,10,21.0,90.0,54.0,-12.5,2.4,28.3
1980,11,8.0,85.0,9.0,-31.8,0.4,15.4
1980,12,5.0,85.0,,-29.9,0.5,8.9
1981,1,1.0,83.0,4.0,-30.4,0.5,15.6
1981,2,6.0,83.0,44.0,-32.1,0.4,10.9
1981,3,9.0,85.0,175.0,-26.4,0.7,13.0
1981,4,8.0,82.0,238.0,-16.5,1.5,11.1
1981,5,14.0,79.0,283.0,-3.3,4.1,16.4
1981,6,26.0,78.0,185.0,6.2,7.4,28.9
1981,7,37.0,76.0,273.0,9.3,9.0,47.1
1981,8,21.0,79.0,233.0,8.0,8.4,25.5
1981,9,39.0,88.0,84.0,1.2,5.8,45.4
1981,10,10.0,94.0,47.0,-10.2,2.9,8.4
1981,11,16.0,86.0,13.0,-24.8,0.8,25.1
1981,12,15.0,80.0,,-32.1,0.4,22.0
1982,1,18.0,77.0,4.0,-37.4,0.2,30.1
1982,2,7.0,80.0,47.0,-31.6,0.4,15.7
1982,3,4.0,79.0,193.0,-31.0,0.4,9.7
1982,4,16.0,79.0,280.0,-18.0,1.6,24.3
1982,5,21.0,85.0,315.0,-10.7,2.7,19.0
1982,6,22.0,83.0,237.0,2.7,6.2,24.4
1982,7,10.0,74.0,367.0,10.9,9.5,12.1
1982,8,20.0,80.0,214.0,7.6,8.2,22.7
1982,9,2.0,84.0,122.0,2.7,6.3,2.5
1982,10,14.0,92.0,54.0,-11.9,2.6,14.4
1982,11,15.0,88.0,10.0,-30.1,0.5,19.5
1982,12,7.0,85.0,,-32.6,0.4,12.0
1983,1,11.0,82.0,4.0,-33.9,0.3,19.3
1983,2,8.0,83.0,31.0,-31.3,0.4,16.0
1983,3,1.0,82.0,203.0,-27.7,0.6,2.0
1983,4,8.0,86.0,253.0,-21.7,1.0,11.2
1983,5,8.0,84.0,261.0,-3.6,4.2,12.2
1983,6,22.0,71.0,360.0,5.0,6.3,28.7
1983,7,26.0,71.0,273.0,10.6,9.0,30.1
1983,8,25.0,79.0,,9.6,9.4,28.2
1983,9,19.0,83.0,109.0,2.0,6.0,26.9
1983,10,19.0,90.0,56.0,-14.3,2.0,22.0
1983,11,5.0,84.0,,-27.2,0.6,10.8
1983,12,19.0,81.0,,-31.7,0.4,32.9
1984,1,15.0,81.0,4.0,-31.0,0.4,27.6
1984,2,1.0,77.0,54.0,-38.2,0.2,1.5
1984,3,5.0,78.0,194.0,-27.7,0.5,10.2
1984,4,4.0,80.0,257.0,-19.5,1.3,6.7
1984,5,21.0,85.0,229.0,-6.4,3.3,25.1
1984,6,20.0,87.0,156.0,2.7,6.4,26.5
1984,7,37.0,82.0,217.0,6.9,8.1,42.5
1984,8,65.0,89.0,89.0,4.8,7.8,70.9
1984,9,31.0,89.0,92.0,-1.1,5.1,39.4
1984,10,22.8,93.0,35.0,-11.5,2.5,22.6
1984,11,16.0,93.0,9.0,-21.0,1.3,18.0
1984,12,11.0,81.0,,-35.1,0.3,16.6
1985,1,12.5,83.0,0.0,-32.9,0.4,16.2
1985,2,30.9,88.0,26.0,-27.3,0.7,28.7
1985,3,15.6,81.0,141.0,-28.0,0.6,13.9
1985,4,6.0,83.0,289.0,-20.4,1.2,5.2
1985,5,3.5,92.0,318.0,-9.0,3.1,2.4
1985,6,35.6,82.0,334.0,5.2,7.2,39.5
1985,7,50.2,81.0,239.0,9.5,9.7,53.1
1985,8,59.5,85.0,167.0,5.0,7.4,61.2
1985,9,37.9,91.0,42.0,0.9,6.1,33.8
1985,10,12.4,86.0,52.0,-13.3,2.2,16.1
1985,11,19.3,87.0,3.0,-23.1,1.0,23.7
1985,12,21.7,82.0,,-28.1,0.6,28.4
1986,1,7.2,78.0,0.0,-36.5,0.3,12.1
1986,2,7.9,81.0,19.0,-31.2,0.4,12.9
1986,3,1.8,75.0,194.0,-27.9,0.5,3.7
1986,4,1.8,80.0,336.0,-17.4,1.4,4.2
1986,5,10.6,85.0,234.0,-6.1,3.4,13.4
1986,6,7.7,73.0,259.0,7.4,7.6,12.2
1986,7,16.7,75.0,248.0,7.8,7.8,18.6
1986,8,5.4,77.0,270.0,6.2,7.1,7.9
1986,9,9.8,84.0,62.0,-0.5,4.9,13.4
1986,10,29.9,90.0,35.0,-11.9,2.4,43.2
1986,11,11.2,89.0,2.0,-26.3,0.8,17.0
1986,12,2.8,85.0,,-32.8,0.4,6.2
1987,1,12.8,87.0,0.0,-32.8,0.4,12.4
1987,2,3.3,89.0,55.0,-35.8,0.3,4.8
1987,3,4.8,89.0,195.0,-29.2,0.5,7.2
1987,4,4.7,89.0,306.0,-20.2,1.2,2.4
1987,5,16.4,92.0,144.0,-7.3,3.4,16.6
1987,6,32.6,79.0,242.0,5.2,6.9,38.4
1987,7,12.0,70.0,374.0,12.6,10.0,14.7
1987,8,31.7,81.0,163.0,7.9,8.7,34.5
1987,9,23.8,89.0,81.0,-0.3,5.4,23.5
1987,10,18.0,90.0,60.0,-15.0,2.2,17.2
1987,11,5.0,82.0,12.0,-29.9,0.5,7.9
1987,12,13.3,82.0,,-37.1,0.3,14.6
